ID,Model_year,Memory_GB,Storage_GB,Storage_type,Memory_type,Grade,Screen_size,Touch_screen,Price_euro
3822,2016.0,8,128,HDD,DDR4,C,"15""",No,425.0
3823,2020.0,4,1024,SSD,DDR4,C,"12""",No,335.0
3824,2022.0,8,512,SSD,DDR4,A,"15""",No,585.0
3825,2018.0,16,128,HDD,DDR4,C,"15""",No,585.0
3826,2019.0,4,512,HDD,DDR4,A,"15""",No,405.0
3827,2023.0,12,256,HDD,DDR4,A,"15""",Yes,775.0
3828,2022.0,6,256,SSD,DDR4,C,"14""",No,395.0
3829,2020.0,4,512,SSD,DDR4,C,"15""",No,405.0
3830,2022.0,8,256,SSD,DDR4,A,"15""",No,485.0
3831,2019.0,8,256,SSD,DDR4,A,"15""",No,515.0
3832,2021.0,4,512,HDD,DDR4,C,"12""",No,325.0
3833,2024.0,16,512,SSD,DDR4,B,"12""",No,625.0
3834,2019.0,16,512,SSD,DDR4,C,"15""",No,585.0
3835,2017.0,8,1024,HDD,DDR4,C,"14""",No,415.0
3836,2023.0,8,1024,HDD,DDR4,C,"15""",No,405.0
3837,2021.0,8,256,SSD,DDR4,C,"14""",Yes,415.0
3838,2019.0,8,256,HDD,DDR4,B,"15""",No,475.0
3839,2017.0,6,2000,HDD,DDR4,C,"15""",No,485.0
3840,2018.0,4,128,HDD,DDR4,C,"14""",No,355.0
3841,2018.0,12,256,SSD,DDR4,B,"12""",No,465.0
3842,2018.0,16,128,HDD,DDR4,C,"14""",No,625.0
3843,2020.0,32,256,SSD,DDR4,C,"14""",No,775.0
3844,2022.0,16,512,SSD,DDR4,A,"15""",No,815.0
3845,,6,512,HDD,DDR4,,"15""",No,405.0
3846,2016.0,8,512,HDD,DDR4,C,"15""",No,465.0
3847,2022.0,16,2000,HDD,DDR4,B,"15""",No,685.0
3848,2020.0,8,1024,SSD,DDR4,A,"16""",Yes,615.0
3849,2016.0,32,128,HDD,DDR4,C,"14""",No,1095.0
3850,2019.0,32,256,SSD,DDR4,A,"14""",No,1205.0
3851,2019.0,8,1024,SSD,DDR4,C,"14""",No,445.0
3852,2021.0,8,512,SSD,DDR4,A,"15""",No,455.0
3853,2015.0,8,256,SSD,DDR3,A,"15""",No,505.0
3854,2020.0,8,256,SSD,DDR4,C,"12""",No,345.0
3855,2020.0,16,256,SSD,DDR4,C,"15""",No,505.0
3856,2017.0,8,256,HDD,DDR4,A,"14""",No,465.0
3857,2021.0,16,128,SSD,DDR4,C,"15""",Yes,715.0
3858,2020.0,16,256,SSD,DDR4,C,"12""",No,545.0
3859,2019.0,8,2000,SSD,DDR4,A,"15""",No,675.0
3860,2022.0,16,256,SSD,DDR4,C,"15""",No,745.0
3861,2017.0,32,512,SSD,DDR4,C,"14""",No,815.0
3862,2018.0,16,256,SSD,DDR4,,"15""",No,735.0
3863,2017.0,4,512,SSD,DDR4,C,"15""",No,325.0
3864,2021.0,8,512,SSD,DDR4,C,"12""",No,385.0
3865,2022.0,8,120,SSD,DDR4,A,"12""",No,465.0
3866,2020.0,32,1024,HDD,DDR4,C,"15""",No,935.0
3867,2017.0,8,512,HDD,DDR4,C,"14""",No,475.0
3868,2017.0,16,256,HDD,DDR4,C,"14""",No,565.0
3869,2016.0,8,512,SSD,DDR4,A,"14""",No,465.0
3870,2019.0,8,256,HDD,DDR4,A,"14""",No,415.0
3871,2017.0,16,512,SSD,DDR4,C,"12""",No,615.0
3872,2019.0,4,256,SSD,DDR4,C,"15""",No,365.0
3873,2019.0,4,256,SSD,DDR4,C,"12""",No,315.0
3874,2017.0,16,256,SSD,DDR4,A,"14""",No,825.0
3875,2017.0,8,512,SSD,DDR4,B,"14""",No,535.0
3876,2020.0,8,256,SSD,DDR4,C,"15""",No,375.0
3877,2016.0,16,256,HDD,DDR4,B,"15""",No,655.0
3878,2019.0,8,256,SSD,DDR4,B,"14""",No,375.0
3879,2023.0,16,512,SSD,DDR4,C,"12""",No,595.0
3880,2015.0,16,512,HDD,DDR3,C,"14""",No,485.0
3881,2019.0,16,1024,SSD,DDR4,B,"15""",No,635.0
3882,2019.0,16,512,HDD,DDR4,C,"12""",No,695.0
3883,2018.0,32,256,HDD,DDR4,C,"12""",No,995.0
3884,2022.0,16,512,SSD,DDR4,A,"14""",No,705.0
3885,2023.0,16,120,SSD,DDR4,A,"14""",No,715.0
3886,2023.0,8,128,SSD,DDR4,C,"12""",No,325.0
3887,2017.0,8,512,HDD,DDR4,C,"15""",No,415.0
3888,2019.0,8,128,SSD,DDR4,C,"14""",No,405.0
3889,2021.0,4,256,SSD,DDR4,B,"16""",No,375.0
3890,2021.0,8,512,SSD,DDR4,B,"12""",No,455.0
3891,2017.0,16,512,SSD,DDR4,C,"12""",No,605.0
3892,2020.0,6,256,HDD,DDR4,A,"12""",No,395.0
3893,2012.0,4,512,HDD,DDR3,C,"14""",No,255.0
3894,2023.0,32,512,SSD,DDR4,A,"15""",Yes,1305.0
3895,2021.0,16,512,HDD,DDR4,B,"12""",No,645.0
3896,2019.0,8,512,SSD,DDR4,C,"15""",No,445.0
3897,2017.0,8,512,SSD,DDR4,C,"14""",No,465.0
3898,2018.0,32,256,SSD,DDR4,C,"12""",No,875.0
3899,2021.0,16,128,SSD,DDR4,A,"12""",No,585.0
3900,2021.0,16,2000,SSD,DDR4,C,"12""",No,635.0
3901,2021.0,8,256,SSD,DDR4,C,"14""",No,425.0
3902,2013.0,12,256,SSD,DDR3,C,"14""",No,355.0
3903,2019.0,8,2000,HDD,DDR4,A,"12""",No,495.0
3904,2020.0,8,256,SSD,DDR4,B,"14""",No,475.0
3905,2018.0,16,256,SSD,DDR4,C,"15""",No,645.0
3906,2020.0,16,120,HDD,DDR4,B,"16""",No,665.0
3907,2020.0,6,512,SSD,DDR4,C,"14""",No,415.0
3908,2022.0,8,1024,SSD,DDR4,A,"15""",No,585.0
3909,2017.0,6,256,SSD,DDR4,A,"14""",No,505.0
3910,2021.0,4,256,SSD,DDR4,C,"16""",No,425.0
3911,2017.0,8,256,HDD,DDR4,B,"14""",No,485.0
3912,2018.0,6,512,SSD,DDR4,C,"15""",No,465.0
3913,2019.0,6,2000,SSD,DDR4,C,"12""",No,385.0
3914,2020.0,32,256,SSD,DDR4,C,"14""",No,1075.0
3915,2019.0,16,2000,SSD,DDR4,C,"14""",No,695.0
3916,2019.0,12,256,SSD,DDR4,C,"14""",No,475.0
3917,2022.0,4,120,SSD,DDR4,A,"14""",No,335.0
3918,2020.0,8,256,SSD,DDR4,C,"14""",No,415.0
3919,2022.0,12,2000,SSD,DDR4,B,"12""",No,595.0
3920,2021.0,8,2000,HDD,DDR4,B,"12""",No,525.0
3921,2019.0,16,1024,SSD,DDR4,B,"15""",No,865.0
3922,2017.0,4,256,SSD,DDR4,C,"15""",No,325.0
3923,2019.0,8,256,HDD,DDR4,B,"14""",No,475.0
3924,2014.0,32,512,SSD,DDR3,C,"12""",No,525.0
3925,2020.0,8,128,SSD,DDR4,C,"14""",No,435.0
3926,2019.0,8,120,SSD,DDR4,C,"15""",No,465.0
3927,2019.0,4,256,SSD,DDR4,C,"15""",No,345.0
3928,2018.0,16,256,SSD,DDR4,C,"14""",No,585.0
3929,2020.0,32,256,SSD,DDR4,A,"12""",No,885.0
3930,2020.0,8,128,HDD,DDR4,C,"15""",No,405.0
3931,2020.0,32,512,SSD,DDR4,C,"16""",No,1015.0
3932,2014.0,4,512,HDD,DDR3,C,"14""",No,265.0
3933,2020.0,16,256,SSD,DDR4,A,"15""",No,755.0
3934,2017.0,32,512,SSD,DDR4,C,"15""",No,1135.0
3935,2018.0,8,512,HDD,DDR4,,"14""",No,575.0
3936,2019.0,12,256,HDD,DDR4,B,"14""",No,495.0
3937,2020.0,8,512,SSD,DDR4,A,"12""",No,485.0
3938,2020.0,8,256,HDD,DDR4,C,"15""",No,355.0
3939,2019.0,4,256,SSD,DDR4,C,"15""",No,365.0
3940,2018.0,32,120,SSD,DDR4,C,"15""",No,965.0
3941,2019.0,6,1024,HDD,DDR4,C,"14""",No,365.0
3942,2024.0,8,512,SSD,DDR4,B,"15""",No,435.0
3943,2017.0,8,256,HDD,DDR4,C,"14""",No,435.0
3944,2018.0,16,512,SSD,DDR4,B,"14""",No,595.0
3945,2016.0,4,256,HDD,DDR4,C,"14""",No,345.0
3946,2018.0,8,512,SSD,DDR4,C,"15""",No,545.0
3947,2019.0,16,512,SSD,DDR4,C,"12""",No,455.0
3948,2018.0,8,512,SSD,DDR4,C,"15""",No,485.0
3949,2022.0,4,256,SSD,DDR4,C,"15""",No,365.0
3950,2020.0,16,128,HDD,DDR4,C,"16""",No,595.0
3951,2020.0,8,120,SSD,DDR4,C,"14""",Yes,525.0
3952,2019.0,12,512,SSD,DDR4,C,"15""",No,515.0
3953,2016.0,16,512,SSD,DDR4,C,"15""",No,655.0
3954,2020.0,8,1024,SSD,DDR4,A,"15""",No,605.0
3955,2019.0,16,512,SSD,DDR4,C,"14""",No,545.0
3956,2018.0,8,256,HDD,DDR4,A,"14""",No,415.0
3957,2020.0,8,512,SSD,DDR4,C,"12""",Yes,465.0
3958,2017.0,8,256,HDD,DDR4,C,"12""",No,395.0
3959,2018.0,4,256,SSD,DDR4,C,"14""",No,335.0
3960,2018.0,8,256,SSD,DDR4,A,"15""",No,465.0
3961,2017.0,4,128,HDD,DDR4,B,"14""",No,335.0
3962,2020.0,8,256,SSD,DDR4,A,"15""",Yes,615.0
3963,2015.0,12,120,HDD,DDR3,C,"15""",No,405.0
3964,2023.0,4,128,SSD,DDR4,B,"14""",No,415.0
3965,2019.0,16,256,SSD,DDR4,A,"15""",No,665.0
3966,2018.0,8,1024,SSD,DDR4,A,"15""",No,495.0
3967,,6,256,HDD,DDR4,A,"14""",No,465.0
3968,2021.0,16,512,SSD,DDR4,C,"15""",No,625.0
3969,2018.0,8,2000,SSD,DDR4,C,"14""",No,475.0
3970,2021.0,32,1024,SSD,DDR4,A,"15""",No,1235.0
3971,2018.0,8,512,SSD,DDR4,C,"14""",No,485.0
3972,2015.0,4,512,SSD,DDR3,C,"12""",No,295.0
3973,2018.0,16,512,HDD,DDR4,A,"14""",No,755.0
3974,2018.0,16,256,SSD,DDR4,C,"12""",No,575.0
3975,2017.0,8,512,SSD,DDR4,C,"14""",No,465.0
3976,2017.0,32,128,HDD,DDR4,A,"12""",No,1085.0
3977,2018.0,32,128,SSD,DDR4,C,"15""",No,925.0
3978,2019.0,12,512,SSD,DDR4,C,"14""",No,555.0
3979,2019.0,16,256,SSD,DDR4,C,"15""",No,735.0
3980,2020.0,8,512,SSD,DDR4,B,"15""",No,565.0
3981,2016.0,16,256,HDD,DDR4,C,"15""",No,525.0
3982,2022.0,8,512,SSD,DDR4,A,"14""",No,465.0
3983,2021.0,16,512,SSD,DDR4,A,"14""",Yes,885.0
3984,2017.0,8,128,SSD,DDR4,A,"15""",No,445.0
3985,2021.0,16,256,SSD,DDR4,C,"12""",No,555.0
3986,2021.0,8,512,SSD,DDR4,B,"15""",Yes,515.0
3987,2015.0,4,512,HDD,DDR3,C,"15""",No,345.0
3988,2018.0,4,1024,SSD,DDR4,C,"12""",No,395.0
3989,2020.0,4,128,SSD,DDR4,A,"15""",No,385.0
3990,2018.0,16,512,SSD,DDR4,A,"14""",No,665.0
3991,2021.0,32,1024,SSD,DDR4,C,"15""",No,925.0
3992,2020.0,8,512,SSD,DDR4,C,"14""",No,485.0
3993,2019.0,8,128,SSD,DDR4,A,"12""",No,395.0
3994,2017.0,4,256,HDD,DDR4,A,"12""",No,355.0
3995,2020.0,8,256,HDD,DDR4,A,"16""",No,445.0
3996,2021.0,32,256,SSD,DDR4,,"12""",Yes,915.0
3997,2022.0,16,512,SSD,DDR4,B,"12""",No,505.0
3998,2021.0,16,512,SSD,DDR4,B,"15""",No,735.0
3999,2025.0,16,256,SSD,DDR4,A,"15""",No,625.0
4000,2022.0,8,512,SSD,DDR4,A,"16""",No,585.0
4001,2022.0,8,256,SSD,DDR4,B,"12""",No,455.0
4002,2020.0,16,512,SSD,DDR4,,"15""",No,785.0
4003,2016.0,16,256,HDD,DDR4,C,"14""",No,685.0
4004,2016.0,8,256,SSD,DDR4,C,"14""",No,485.0
4005,2020.0,4,128,SSD,DDR4,C,"14""",No,285.0
4006,2016.0,6,1024,SSD,DDR4,C,"14""",No,375.0
4007,2017.0,6,512,SSD,DDR4,C,"12""",No,335.0
4008,2019.0,16,1024,SSD,DDR4,C,"12""",No,585.0
4009,2022.0,8,128,SSD,DDR4,B,"14""",No,495.0
4010,2020.0,8,256,SSD,DDR4,A,"15""",No,565.0
4011,2018.0,16,512,SSD,DDR4,C,"12""",No,565.0
4012,2021.0,4,128,HDD,DDR4,C,"15""",No,365.0
4013,2017.0,4,512,HDD,DDR4,C,"12""",No,315.0
4014,2019.0,8,120,SSD,DDR4,C,"15""",No,415.0
4015,2017.0,16,256,HDD,DDR4,C,"15""",No,655.0
4016,2020.0,32,512,SSD,DDR4,C,"16""",No,845.0
4017,2015.0,8,1024,HDD,DDR3,C,"15""",No,395.0
4018,2021.0,4,1024,SSD,DDR4,B,"12""",No,305.0
4019,2017.0,32,512,SSD,DDR4,C,"15""",No,955.0
4020,2020.0,12,128,SSD,DDR4,C,"14""",No,475.0
4021,2020.0,8,120,SSD,DDR4,,"14""",No,535.0
4022,2021.0,8,256,HDD,DDR4,A,"12""",No,465.0
4023,2019.0,4,512,SSD,DDR4,B,"14""",No,415.0
4024,2020.0,8,512,SSD,DDR4,C,"14""",No,465.0
4025,2018.0,8,256,HDD,DDR4,C,"15""",No,435.0
4026,2021.0,8,128,HDD,DDR4,C,"15""",No,455.0
4027,2020.0,16,256,SSD,DDR4,C,"15""",Yes,755.0
4028,2016.0,16,512,SSD,DDR4,C,"15""",No,725.0
4029,2019.0,8,256,SSD,DDR4,C,"12""",No,375.0
4030,2020.0,4,256,SSD,DDR4,C,"14""",No,375.0
4031,2016.0,32,512,HDD,DDR4,C,"15""",No,1025.0
4032,2020.0,8,512,SSD,DDR4,,"15""",No,495.0
4033,2020.0,8,256,SSD,DDR4,B,"14""",No,455.0
4034,2020.0,32,512,HDD,DDR4,B,"12""",No,1015.0
4035,2019.0,8,256,SSD,DDR4,C,"14""",No,465.0
4036,2020.0,4,256,SSD,DDR4,B,"14""",No,355.0
4037,2019.0,4,120,SSD,DDR4,C,"15""",No,345.0
4038,2017.0,8,512,SSD,DDR4,C,"15""",No,505.0
4039,2019.0,8,256,HDD,DDR4,B,"14""",No,425.0
4040,2021.0,16,256,SSD,DDR4,B,"12""",No,495.0
4041,2017.0,32,512,SSD,DDR4,C,"15""",No,1015.0
4042,2018.0,16,512,SSD,DDR4,C,"15""",No,655.0
4043,2018.0,16,256,SSD,DDR4,A,"12""",No,815.0
4044,2020.0,16,512,SSD,DDR4,,"12""",No,835.0
4045,2021.0,16,128,SSD,DDR4,A,"15""",Yes,815.0
4046,2018.0,6,1024,HDD,DDR4,C,"15""",No,425.0
4047,2020.0,16,1024,SSD,DDR4,B,"15""",No,705.0
4048,2021.0,16,120,HDD,DDR4,C,"12""",No,455.0
4049,2015.0,8,512,SSD,DDR3,C,"15""",No,395.0
4050,2019.0,8,512,SSD,DDR4,A,"12""",No,535.0
4051,2021.0,8,128,SSD,DDR4,C,"15""",No,415.0
4052,2020.0,8,256,SSD,DDR4,C,"14""",No,375.0
4053,2020.0,8,256,HDD,DDR4,C,"15""",No,405.0
4054,2017.0,4,256,HDD,DDR4,C,"14""",No,335.0
4055,2023.0,8,128,SSD,DDR4,C,"15""",Yes,485.0
4056,2019.0,16,512,SSD,DDR4,A,"16""",No,735.0
4057,2017.0,8,512,HDD,DDR4,C,"12""",No,345.0
4058,2020.0,32,256,HDD,DDR4,C,"15""",No,1025.0
4059,2017.0,4,256,SSD,DDR4,C,"15""",No,305.0
4060,2017.0,16,256,HDD,DDR4,C,"14""",No,695.0
4061,2019.0,32,256,SSD,DDR4,C,"12""",No,805.0
4062,2020.0,6,128,SSD,DDR4,A,"12""",No,385.0
4063,2016.0,8,512,HDD,DDR4,C,"14""",No,505.0
4064,2017.0,8,120,SSD,DDR4,C,"12""",No,415.0
4065,2017.0,16,256,HDD,DDR4,C,"15""",No,585.0
4066,2017.0,16,128,SSD,DDR4,C,"12""",No,595.0
4067,2019.0,8,256,SSD,DDR4,B,"14""",No,515.0
4068,2022.0,16,256,SSD,DDR4,C,"15""",Yes,705.0
4069,2015.0,32,512,HDD,DDR3,C,"12""",No,635.0
4070,2018.0,4,256,SSD,DDR4,A,"15""",No,365.0
4071,2021.0,8,128,SSD,DDR4,C,"15""",No,455.0
4072,2018.0,32,256,HDD,DDR4,A,"15""",No,1335.0
4073,2021.0,8,1024,SSD,DDR4,B,"16""",Yes,665.0
4074,2019.0,4,256,SSD,DDR4,B,"14""",No,365.0
4075,2022.0,8,120,SSD,DDR4,B,"14""",No,385.0
4076,2017.0,4,512,HDD,DDR4,A,"12""",No,305.0
4077,2021.0,6,2000,SSD,DDR4,B,"15""",No,505.0
4078,2020.0,4,256,HDD,DDR4,B,"12""",No,295.0
4079,2016.0,8,256,HDD,DDR4,C,"15""",No,485.0
4080,2020.0,16,512,SSD,DDR4,C,"12""",No,655.0
4081,2017.0,12,2000,SSD,DDR4,C,"12""",No,515.0
4082,2020.0,8,120,SSD,DDR4,C,"12""",No,345.0
4083,2021.0,32,256,SSD,DDR4,B,"15""",No,905.0
4084,2020.0,8,512,SSD,DDR4,C,"12""",Yes,435.0
4085,2019.0,16,512,HDD,DDR4,C,"14""",No,585.0
4086,2020.0,16,256,SSD,DDR4,C,"15""",Yes,685.0
4087,2019.0,8,256,HDD,DDR4,A,"12""",No,435.0
4088,2019.0,16,1024,SSD,DDR4,C,"12""",No,655.0
4089,2019.0,6,512,SSD,DDR4,B,"16""",No,485.0
4090,2020.0,8,2000,HDD,DDR4,B,"14""",No,585.0
4091,2019.0,4,128,HDD,DDR4,A,"15""",No,365.0
4092,2018.0,8,128,SSD,DDR4,C,"15""",No,425.0
4093,2018.0,4,256,SSD,DDR4,C,"14""",No,335.0
4094,2016.0,32,512,HDD,DDR4,A,"12""",No,965.0
4095,2017.0,4,128,HDD,DDR4,A,"15""",No,435.0
4096,2017.0,16,128,SSD,DDR4,C,"15""",No,595.0
4097,2020.0,8,256,SSD,DDR4,A,"15""",No,545.0
4098,2017.0,16,512,SSD,DDR4,C,"14""",No,615.0
4099,2021.0,8,256,SSD,DDR4,C,"14""",No,415.0
4100,2019.0,12,512,SSD,DDR4,C,"12""",No,475.0
4101,2021.0,8,512,SSD,DDR4,C,"12""",Yes,405.0
4102,2019.0,8,256,SSD,DDR4,C,"12""",No,335.0
4103,2014.0,8,256,SSD,DDR3,C,"15""",No,335.0
4104,2019.0,8,120,HDD,DDR4,B,"14""",No,365.0
4105,2020.0,32,256,HDD,DDR4,A,"12""",Yes,1125.0
4106,2021.0,8,1024,SSD,DDR4,B,"14""",Yes,485.0
4107,2015.0,16,256,SSD,DDR3,A,"12""",No,535.0
4108,2015.0,32,256,SSD,DDR3,C,"12""",No,715.0
4109,2020.0,8,512,SSD,DDR4,A,"12""",No,425.0
4110,2021.0,16,256,HDD,DDR4,C,"14""",No,505.0
4111,2021.0,16,512,SSD,DDR4,A,"15""",No,795.0
4112,2017.0,8,1024,SSD,DDR4,C,"12""",No,475.0
4113,2020.0,32,512,HDD,DDR4,A,"12""",No,1255.0
4114,2020.0,16,128,SSD,DDR4,C,"14""",No,605.0
4115,2018.0,12,256,HDD,DDR4,C,"15""",No,475.0
4116,2022.0,8,256,SSD,DDR4,B,"14""",No,435.0
4117,2017.0,8,128,HDD,DDR4,C,"14""",No,405.0
4118,2020.0,12,128,SSD,DDR4,C,"15""",No,495.0
4119,2017.0,8,120,HDD,DDR4,B,"12""",No,425.0
4120,2021.0,6,512,SSD,DDR4,A,"16""",No,475.0
4121,2018.0,4,256,SSD,DDR4,C,"12""",No,235.0
4122,2021.0,32,128,SSD,DDR4,B,"15""",No,1185.0
4123,2015.0,8,256,HDD,DDR3,C,"15""",No,405.0
4124,2022.0,16,256,HDD,DDR4,A,"12""",No,685.0
4125,2018.0,16,256,SSD,DDR4,C,"14""",No,495.0
4126,2021.0,16,512,SSD,DDR4,B,"16""",No,795.0
4127,2022.0,32,256,SSD,DDR4,C,"12""",No,975.0
4128,2021.0,8,120,SSD,DDR4,A,"12""",No,445.0
4129,2018.0,8,256,SSD,DDR4,C,"15""",No,465.0
4130,2018.0,8,1024,SSD,DDR4,B,"15""",No,605.0
4131,2018.0,4,512,SSD,DDR4,C,"14""",No,355.0
4132,2019.0,8,256,SSD,DDR4,B,"16""",No,485.0
4133,2017.0,32,128,HDD,DDR4,C,"15""",No,785.0
4134,2017.0,32,1024,SSD,DDR4,C,"15""",No,1165.0
4135,2018.0,4,256,SSD,DDR4,C,"12""",No,255.0
4136,2017.0,8,512,HDD,DDR4,B,"12""",No,515.0
4137,2015.0,4,512,HDD,DDR3,C,"14""",No,305.0
4138,2014.0,8,512,SSD,DDR3,C,"12""",No,295.0
4139,2018.0,8,256,HDD,DDR4,C,"15""",No,385.0
4140,2019.0,8,256,SSD,DDR4,C,"15""",No,365.0
4141,2017.0,16,1024,SSD,DDR4,C,"14""",No,665.0
4142,2019.0,8,128,SSD,DDR4,B,"14""",No,385.0
4143,2021.0,32,512,HDD,DDR4,C,"16""",No,1025.0
4144,2020.0,8,256,HDD,DDR4,A,"15""",No,555.0
4145,2021.0,8,512,SSD,DDR4,A,"14""",No,425.0
4146,2020.0,4,1024,HDD,DDR4,C,"12""",No,355.0
4147,2018.0,32,256,SSD,DDR4,C,"15""",No,1175.0
4148,2019.0,32,256,SSD,DDR4,A,"14""",No,995.0
4149,2020.0,12,512,HDD,DDR4,A,"12""",No,635.0
4150,2024.0,8,512,SSD,DDR4,C,"12""",No,425.0
4151,2023.0,6,120,HDD,DDR4,A,"12""",No,305.0
4152,2020.0,8,256,SSD,DDR4,B,"15""",Yes,555.0
4153,2018.0,8,256,SSD,DDR4,B,"14""",No,435.0
4154,2022.0,32,128,SSD,DDR4,B,"14""",No,1095.0
4155,2018.0,16,256,SSD,DDR4,A,"14""",No,715.0
4156,2024.0,8,512,SSD,DDR4,A,"15""",No,525.0
4157,2024.0,16,128,HDD,DDR4,B,"15""",Yes,755.0
4158,2018.0,32,256,SSD,DDR4,A,"14""",No,975.0
4159,2017.0,16,256,SSD,DDR4,C,"14""",No,595.0
4160,2016.0,32,1024,HDD,DDR4,C,"12""",No,1035.0
4161,2016.0,8,512,SSD,DDR4,C,"12""",No,385.0
4162,2018.0,8,256,SSD,DDR4,C,"12""",No,335.0
4163,2017.0,8,256,SSD,DDR4,C,"14""",No,425.0
4164,2019.0,8,256,SSD,DDR4,A,"14""",No,525.0
4165,2016.0,8,128,HDD,DDR4,C,"15""",No,385.0
4166,2020.0,8,512,SSD,DDR4,C,"14""",No,475.0
4167,2021.0,6,1024,SSD,DDR4,C,"14""",No,435.0
4168,2020.0,8,1024,SSD,DDR4,A,"15""",No,555.0
4169,2020.0,8,1024,SSD,DDR4,A,"16""",Yes,595.0
4170,2018.0,4,512,SSD,DDR4,C,"14""",No,375.0
4171,,4,256,SSD,DDR4,C,"14""",No,285.0
4172,2019.0,16,512,SSD,DDR4,A,"15""",No,725.0
4173,2018.0,8,256,SSD,DDR4,C,"14""",No,475.0
4174,2017.0,16,256,HDD,DDR4,C,"12""",No,635.0
4175,2020.0,8,256,SSD,DDR4,C,"15""",No,425.0
4176,2021.0,16,120,HDD,DDR4,A,"14""",No,655.0
4177,2020.0,16,256,HDD,DDR4,C,"12""",No,625.0
4178,2019.0,6,1024,SSD,DDR4,C,"12""",No,365.0
4179,2022.0,16,256,SSD,DDR4,,"16""",Yes,865.0
4180,2020.0,8,128,SSD,DDR4,B,"14""",Yes,615.0
4181,2021.0,8,128,SSD,DDR4,A,"15""",Yes,535.0
4182,2020.0,8,256,SSD,DDR4,C,"15""",No,535.0
4183,2016.0,32,120,SSD,DDR4,C,"14""",No,1135.0
4184,2019.0,8,1024,HDD,DDR4,B,"15""",No,485.0
4185,2018.0,6,2000,SSD,DDR4,C,"14""",No,425.0
4186,2018.0,8,512,SSD,DDR4,C,"15""",No,435.0
4187,2019.0,6,120,HDD,DDR4,A,"15""",No,465.0
4188,2013.0,8,1024,HDD,DDR3,C,"14""",No,385.0
4189,2021.0,8,128,SSD,DDR4,B,"12""",No,335.0
4190,2018.0,4,256,SSD,DDR4,C,"12""",No,305.0
4191,,8,128,SSD,DDR4,B,"14""",No,515.0
4192,2019.0,8,256,SSD,DDR4,C,"16""",No,455.0
4193,2018.0,16,256,SSD,DDR4,C,"14""",No,635.0
4194,2017.0,16,128,SSD,DDR4,C,"14""",No,525.0
4195,2019.0,16,128,SSD,DDR4,C,"15""",No,615.0
4196,2016.0,4,1024,SSD,DDR4,C,"14""",No,375.0
4197,2016.0,8,2000,HDD,DDR4,B,"15""",No,565.0
4198,2020.0,16,256,SSD,DDR4,C,"15""",No,635.0
4199,2017.0,16,256,SSD,DDR4,B,"15""",No,575.0
4200,2016.0,16,512,HDD,DDR4,C,"15""",No,645.0
4201,2021.0,16,120,SSD,DDR4,A,"15""",No,805.0
4202,2017.0,32,512,HDD,DDR4,C,"14""",No,815.0
4203,2016.0,4,512,HDD,DDR4,C,"12""",No,265.0
4204,2022.0,12,512,SSD,DDR4,C,"14""",No,545.0
4205,2018.0,8,256,SSD,DDR4,C,"14""",No,335.0
4206,2019.0,8,256,SSD,DDR4,C,"15""",No,465.0
4207,2021.0,16,512,SSD,DDR4,A,"14""",No,665.0
4208,2017.0,8,256,SSD,DDR4,B,"14""",No,415.0
4209,2022.0,8,256,HDD,DDR4,A,"16""",No,595.0
4210,2020.0,8,2000,SSD,DDR4,A,"12""",No,575.0
4211,2016.0,8,2000,HDD,DDR4,A,"12""",No,615.0
4212,2020.0,12,2000,SSD,DDR4,C,"12""",No,565.0
4213,2017.0,12,2000,HDD,DDR4,A,"15""",No,655.0
4214,2013.0,6,256,SSD,DDR3,C,"14""",No,315.0
4215,2020.0,4,128,SSD,DDR4,C,"15""",No,365.0
4216,2015.0,8,512,HDD,DDR3,C,"12""",No,325.0
4217,2021.0,16,512,SSD,DDR4,B,"12""",No,635.0
4218,2016.0,16,512,SSD,DDR4,C,"14""",No,685.0
4219,2021.0,8,120,SSD,DDR4,C,"15""",No,485.0
4220,2019.0,4,128,SSD,DDR4,C,"16""",No,315.0
4221,2023.0,4,256,SSD,DDR4,,"15""",No,375.0
4222,2018.0,8,512,SSD,DDR4,C,"15""",No,485.0
4223,2019.0,8,128,SSD,DDR4,B,"15""",No,445.0
4224,2019.0,4,128,HDD,DDR4,A,"14""",No,295.0
4225,2019.0,8,128,HDD,DDR4,C,"12""",No,295.0
4226,2019.0,8,256,HDD,DDR4,C,"14""",No,455.0
4227,2019.0,8,256,SSD,DDR4,C,"12""",No,415.0
4228,2016.0,8,256,SSD,DDR4,C,"12""",No,395.0
4229,2016.0,32,256,HDD,DDR4,C,"15""",No,955.0
4230,2019.0,32,256,SSD,DDR4,C,"15""",No,975.0
4231,2018.0,8,120,HDD,DDR4,C,"15""",No,345.0
4232,2023.0,4,512,HDD,DDR4,A,"15""",No,355.0
4233,2017.0,32,120,HDD,DDR4,C,"15""",No,845.0
4234,2019.0,8,128,SSD,DDR4,C,"15""",No,415.0
4235,2019.0,32,512,SSD,DDR4,B,"16""",No,1105.0
4236,2018.0,8,256,HDD,DDR4,C,"15""",No,405.0
4237,2019.0,4,1024,SSD,DDR4,C,"16""",No,415.0
4238,,32,512,SSD,DDR4,B,"15""",Yes,1245.0
4239,2023.0,8,128,SSD,DDR4,A,"14""",No,505.0
4240,2018.0,8,1024,SSD,DDR4,A,"14""",No,545.0
