marketplace_id,source,product_name,brand,category,price,rating,review_count,availability,description,product_url,image_url,scraped_date,processor_extracted,product_id,model_name,processor_name,ram_gb,ssd_gb,hdd_gb,operating_system,graphics,screen_size,resolution,no_of_cores,no_of_threads,spec_score,original_price,processor_family_market,processor_family_manufacturer
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,100.0,Lenovo IdeaPad 3i ‎82RJ005BUS Laptop,12TH GEN CORE I5,8.0,256.0,0.0,Windows,Intel iris Xe Integrated,14.0,1920 x 1080,10.0,12.0,62.0,49990.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,104.0,Lenovo IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,4.0,8.0,72.0,54990.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,119.0,Lenovo IdeaPad Gaming 3 15IAH7 82S900R6IN Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8.0,12.0,75.0,80990.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,173.0,Lenovo V15 82KBA01TIH Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4.0,8.0,65.0,49490.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,185.0,Lenovo V15 82KBA01KIH Laptop,11TH GEN CORE I5,8.0,512.0,0.0,DOS,Intel Integrated UHD,15.6,1920 x 1080,4.0,8.0,60.0,52500.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,221.0,Lenovo V15 G2-ITL Business Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,4.0,8.0,56.0,48999.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,222.0,Lenovo IdeaPad Gaming 3 82K1019BIN Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,4.0,8.0,71.0,68989.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,236.0,Lenovo Ideapad Slim 3 82H802KVIN Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris XE Graphic,15.6,1920 x 1080,4.0,8.0,59.0,55490.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,258.0,Lenovo IdeaPad Gaming 3 82K10198IN Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,4.0,8.0,68.0,54451.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,270.0,Lenovo Yoga Slim 7 Pro 82NC00EWIN Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,2880 x 1800,4.0,8.0,62.0,71990.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,275.0,Lenovo IdeaPad Gaming 3 82K101B7IN Laptop,11TH GEN CORE I5,16.0,256.0,1000.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,4.0,8.0,72.0,77750.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,351.0,Lenovo IdeaPad 3 15ITL6 82H8014BIN Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4.0,8.0,61.0,55850.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,429.0,Lenovo V14 Gen 2 ‎82C40019IX Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,4.0,8.0,56.0,49999.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,443.0,Lenovo IdeaPad Slim 3 82H802XXIN Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel UHD Graphics,15.6,1920 x 1080,4.0,8.0,63.0,59290.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,463.0,Lenovo ThinkPad E14 Gen 2 20TAS08F00 Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel UHD,14.1,1920 x 1080,4.0,8.0,61.0,76890.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,468.0,Lenovo Thinkpad E14 Gen 2 20TAS0Y800 Laptop,11TH GEN CORE I5,8.0,512.0,0.0,DOS,Intel UHD,14.1,1920 x 1080,4.0,8.0,50.0,72990.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,472.0,Lenovo Thinkpad E14 Gen 2 20TAS0E800 Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,1080 x 1920,4.0,8.0,67.0,77500.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,474.0,Lenovo ‎ThinkPad E14 Gen 4 Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe,14.0,1920 x 1080,10.0,12.0,57.0,74500.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,520.0,Lenovo IdeaPad Gaming 3 82K101E1IN Laptop,11TH GEN CORE I5,8.0,256.0,1000.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,4.0,8.0,62.0,54950.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,523.0,Lenovo V15 82C500XHIH Laptop,10TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel UHD Graphics,15.6,1920 x 1080,4.0,8.0,53.0,47115.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,524.0,Lenovo IdeaPad 3 15IAU7 82RK0090IN Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphics,15.6,2880 x 1800,10.0,12.0,60.0,63590.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,525.0,Lenovo Thinkpad L14 20X1CTO Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,4.0,8.0,67.0,79500.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,529.0,Lenovo IdeaPad Slim 3 82RJ005CIN Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,‎Intel Iris Xe Graphics,14.0,1920 x 1080,10.0,12.0,59.0,59990.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,542.0,Lenovo ThinkPad E14 21E3S04X00 Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,10.0,12.0,66.0,75000.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,546.0,Lenovo Thinkbook 15 21DJA04LIH Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Iris Xe Graphics,15.6,1920 x 1080,10.0,12.0,60.0,61990.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,547.0,Lenovo IdeaPad Gaming 3 82S900HNIN Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8.0,12.0,73.0,80990.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,549.0,Lenovo Ideapad Flex 5 82R70068IN Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel UHD,14.0,1920 x 1200,10.0,12.0,62.0,75990.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,554.0,Lenovo V14 Gen 2 ITL 82KAA001IH Laptop,11TH GEN CORE I5,8.0,0.0,1000.0,DOS,Intel Integrated,14.0,1920 x 1080,4.0,8.0,53.0,49999.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,557.0,Lenovo ThinkPad E14 21E3S04W00 Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,10.0,12.0,57.0,74490.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,568.0,Lenovo IdeaPad Gaming 3 15IAH7 82S900KQIN Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8.0,12.0,74.0,89990.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,569.0,Lenovo IdeaPad Gaming 3 15IHU6 82K101EDIN Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050 Graphics,15.6,1920 x 1080,4.0,8.0,68.0,69500.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,575.0,Lenovo ThinkBook 14 20VDA0QTIH Laptop,11TH GEN CORE I5,8.0,512.0,0.0,DOS,Intel UHD Graphics,14.0,1920 x 1080,4.0,8.0,55.0,60100.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,583.0,Lenovo ThinkPad E15 20TDS0TA00 Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,4.0,8.0,60.0,71300.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,612.0,Lenovo V14-IIL 82C4019YIH Laptop,10TH GEN CORE I5,4.0,256.0,0.0,Windows,Intel Integrated UHD,14.0,1366 x 768,4.0,8.0,47.0,48000.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,616.0,Lenovo Thinkpad E14 Gen 2 20TBS4K300 Laptop,11TH GEN CORE I5,8.0,512.0,0.0,DOS,Intel UHD,14.1,1920 x 1080,4.0,8.0,56.0,71449.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,624.0,Lenovo ThinkPad T14 2021 20W0S03F00 Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,512 MB Intel Integrated,14.0,1920 x 1080,4.0,8.0,66.0,87000.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,626.0,Lenovo IdeaPad Slim 5 82FG01HAIN Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,4.0,8.0,53.0,59990.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,635.0,Lenovo V14 Gen 2 82KAA002IH Laptop,11TH GEN CORE I5,8.0,512.0,0.0,DOS,Intel Iris Xe Graphics,14.0,1920 x 1080,4.0,8.0,51.0,47199.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,641.0,Lenovo IdeaPad Flex 5 82R7006HIN Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Integrated UHD Xe,14.0,1920 x 1080,4.0,8.0,69.0,74490.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,643.0,Lenovo Yoga Slim 7 Pro 82NC00FRIN Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,2880 x 1800,4.0,8.0,62.0,74517.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,657.0,Lenovo Thinkbook 14 Gen 2 20VDA0G9IH Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,4.0,8.0,57.0,83399.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,662.0,Lenovo Thinkpad L13 Gen 2 20VHS07500 Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,4.0,8.0,66.0,92999.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,664.0,Lenovo IdeaPad Slim 5 15ITL05 82SE0061IN Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,4.0,8.0,62.0,63990.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,693.0,Lenovo IdeaPad 3 15ITL6 82H802KYIN Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4.0,8.0,56.0,53490.0,CORE I5,CORE I5
113,WebScraper.io,Lenovo ThinkPa...,LENOVO,Laptop,1349.23,1.0,5,Available,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:30,CORE I5 7200U,694.0,Lenovo ThinkBook 14 20VDA0THIH Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,4.0,8.0,62.0,77500.0,CORE I5,CORE I5
